Column1,listing_id,id,date,reviewer_id,reviewer_name,comments,length,language,compound,neg,neu,pos,English
28404,2090082,137691082,"16,03,17",10332543,Khairul,Darricks place was as expected through his listing Very good location The place was clean Would be looking to stay at his place in the future,147,en,0.7089,0,0.803,0.197,
30932,16411839,482791183,"07,07,19",95097748,Debasish,Very good host and property Ease of communication with 2 bus stops and a train station many food places including a Buddhist vegeterian food outlet Recommended,163,en,0.7089,0.051,0.708,0.241,
30951,38421932,577824513,"16,12,19",5518210,Janne,Nice location with bus stop just in front of the door and downtown line near by The staff was very helpful and let us keep our luggage in the hall after check out,164,en,0.7089,0,0.84,0.16,
36955,4008423,174458681,"26,07,17",124906642,Summer,Faizal was very helpful at check in Nice place in a convenient location very close to two MRT lines The private room is only separation from others by a curtain so it has a very hostellike feel to it,208,en,0.7089,0,0.863,0.137,
5084,34246279,619761984,"19,03,20",108241949,Alan,A clean space and friendly host,31,en,0.7096,0,0.404,0.596,
8991,16177101,123377512,"28,12,16",70138135,Myra,Clean rooms and toiletGood and friendly staff,48,en,0.7096,0,0.459,0.541,
9583,14381353,98571292,"31,08,16",78917247,Alex,Clean cosy and friendly and personalized service,51,en,0.7096,0,0.459,0.541,
9980,5975052,169843034,"14,07,17",54803845,Rinnie,Neat and tidy Good view of greenery from the room,52,en,0.7096,0,0.576,0.424,
10039,14334230,241923930,"11,03,18",175023178,陈,nice and convenience room suit for a gang of friends,53,en,0.7096,0,0.576,0.424,
20369,15536743,165146583,"30,06,17",108492888,Birgitta Soraya,The location is ideal the host is responsive and the place is convenient for family with 2 kids,99,en,0.7096,0,0.731,0.269,
29482,9097877,528378927,"13,09,19",289771,Markus,Great place to stay for two couples with two similar sized bedrooms and two bathrooms Also provided baby crib and baby chair Right on top of the MRT,154,en,0.7096,0,0.815,0.185,
31958,11972403,143311018,"11,04,17",120496931,Shunzo,The room was small but I could sleep well Kovan Train Station was nearby It was quiet neighborhoodI like the card which the hosts kids made when I got in the room,171,en,0.7096,0,0.836,0.164,
33528,8313660,140808072,"31,03,17",86103658,Fitria,About 8 min walk from Al Juneid MRT station The room was clean the staff were friendly There were a lot of cheap restaurants along the way from Aljuneid Station to Alvins place,182,en,0.7096,0,0.84,0.16,
34429,6352827,338615788,"20,10,18",172103398,Enakshi,The photos are exactly same as the room The host is a helpful person He always replies on time The room is only suitable for 2 adults The washroom is really tiny That can be improved,188,en,0.7096,0,0.852,0.148,
37524,5377148,127906550,"21,01,17",106665987,Kh,Thanks Cresa and Lynda for the studio arrangement The location is good and the studio is cozy Bty as the studio is near the street so you may feel noisy outside Anyway I recommended the studio for all of you,213,en,0.7096,0.038,0.795,0.168,
38191,8113821,251401439,"08,04,18",105795786,Yuet Chen,The rooms were clean and the location next to the Siglap park and MRT station was really convenientThe Patiodrying area could be tidied up to give a more condusive atmosphere for sitting outdoors to enjoy the garden,219,en,0.7096,0,0.856,0.144,
48758,13282424,130018038,"03,02,17",3842844,Max,I had a great stay at Trishas property She took great measures to provide all the necessary information about the stay prior to my arrival She provided clear directions to her place and the electronic door made it very simple to check in without having to coordinate check in time The room is a bit small but has everything that you need,343,en,0.7096,0,0.895,0.105,
11618,5253639,309249390,"18,08,18",139523683,Ken,Great place to stay I wouldnt hesitate to stay here again,60,en,0.7108,0,0.603,0.397,
29500,12345284,200087975,"04,10,17",135964338,Thang,The staff are great very polite folks  the second towel I received had brown stains on it some of the linens may sometimes have a slight stain as well,154,en,0.7128,0,0.82,0.18,
47428,8313460,519130609,"28,08,19",71655591,Andrei,Good for short stays The host is very friendly and welcoming The location was great for us convenient to take the train both to the airport and city center The bathroom was very clean but the room was a bit moldy and smaller than we expected from the pictures the paint on the walls and ceiling was not new and clean,323,en,0.713,0.042,0.8,0.158,
41853,22021293,306695175,"13,08,18",4983765,Doris,The check in at the hotel was easy and it is located in a nice central area The rooms are small but that was to be expected and not a problem However the cleanliness of the place left a lot to be desired The room did not smell fresh and felt damp,254,en,0.7135,0.042,0.799,0.16,
32058,10598600,236354683,"19,02,18",169951274,Haris,Try Mis place and you will love it And a very reasonable budget Others place will ask for more price but not clean You will not regret at Mis place Its so worth it,171,en,0.7138,0.069,0.719,0.212,
38944,9104449,239491923,"02,03,18",108525195,Vasu,Ethan is a good host and he worked with me for a much earlier check in time I really appreciated the flexibility one small caveat is that I think cleanliness of the room may have suffered as a result of my earlier check in,226,en,0.7146,0.061,0.764,0.175,
8082,2387588,120972669,"12,12,16",100453195,Nina,Tommy is so nicewarm and honesty thank you,44,en,0.7152,0,0.502,0.498,
39103,14293554,126441491,"11,01,17",60009123,Thomas,The condo is split up into many rooms with a shared bathroom and kitchen I think because of these the cleanliness of this is not very good Very close to MRT and bus A very nice pool which can be used Tryston is very helpful,228,en,0.7152,0.05,0.785,0.164,
45503,18516282,172429356,"21,07,17",1413257,Biaki,Lift fast aisha the attendant is friendly and helpful as well as julie The location is good  central area One big bath room with smaller bathcum toilet is small these two bath room  with toilet are not sufficient for sharing by 6 six rooms with guest around 12 to 20 members is problem,297,en,0.7156,0.08,0.746,0.175,
30423,8200542,73096992,"06,05,16",46121025,Katie,Place is convenient and surrounding by malls and restaurant Home is nice and fully equipped Funny that lift is access to the home one apartment one floor P,160,en,0.7165,0,0.813,0.187,
3628,369141,72186144,"01,05,16",44226039,도준,good very nice location,25,en,0.7178,0,0.25,0.75,
6645,395191,89766785,"30,07,16",10945352,Samuel,Nice host Adi is a very good person,38,en,0.7178,0,0.5,0.5,
8922,2387715,581503466,"25,12,19",132806879,Rakha,The place was good and the host was very helpful,48,en,0.7178,0,0.572,0.428,
9874,12998449,205885230,"23,10,17",125515604,Dion,Place was spacious and beautiful highly recommended,52,en,0.7178,0,0.455,0.545,
11862,23130011,588064906,"04,01,20",75390321,Brian,Very nice apartment in a large complex Good facilities,61,en,0.7178,0,0.539,0.461,
16244,34123744,446676517,"02,05,19",258670579,宇童,really nice guy Mike told me every single thing that I need to know thanks buddy,83,en,0.7178,0,0.7,0.3,
19260,16167315,223913770,"02,01,18",114919686,Abigael,Rick was very helpful and replied to us quickly Good stay for a family of fourThanks again,93,en,0.7178,0,0.715,0.285,
28799,23446208,282259447,"27,06,18",20296185,Loloque,The place is strategic the house is very nice fast internet close to many malls and easy to get food I will be back again when i visit Singapore,149,en,0.7178,0,0.818,0.182,
31258,10021610,186964205,"26,08,17",21427315,Ivy,Very good location accessible and right in the center of Singapore Host is accommodating and helpful however photos does not seem to show actual look of the room,165,en,0.7178,0,0.813,0.187,
33254,4360679,580672874,"23,12,19",27018410,Kar,Sparkling clean and tidy Slightly higher than what we expected Highly recommended to those who have a short stay in Singapore Strategic location which lots of restaurant nearby,180,en,0.7178,0,0.781,0.219,
35879,27078318,311737009,"22,08,18",20848260,Jeannette,Very easy and smooth check in Apartment is clean and conveniently located near to MRT May be slightly noisy on weekend nights due to nearby restaurant But would still recommend this place overall,200,en,0.7178,0.032,0.775,0.192,
38332,369145,90665613,"01,08,16",33429411,Kapil,The checkin was easy Thought the nearest metro station is around 8min walk there is bus stop around 200m away from the place The bus stop is    quite well connected The neighbourhood is good No noises or anything,220,en,0.7178,0.05,0.766,0.185,
45201,21951407,283001948,"29,06,18",118712255,Pedro,Marc is very helpful he guided us to the house and waited for us even being late After that he showed us the area and explained us everything about the city with maps included The house is good and is very close to everything you can go to the centre by walking and the MRT is really close,294,en,0.7178,0,0.903,0.097,
53275,19629044,193286878,"13,09,17",45821336,Enzo,I would only recommend this room if there are only 12 of you going Its too tight for 3 people Also you have to pack light because its hard to open big luggage in the space available During our stay there were also a lot of people that would come and go so the living room area is a little bit hectic Theres also 3 flights of stairs you have to go up before reaching the floor The host was very helpful and would reply quickly,436,en,0.7178,0.015,0.903,0.081,
2748,12367388,502758620,"05,08,19",183901406,Nick,clean and comfortable,21,en,0.7184,0,0.143,0.857,
4468,21037446,291532004,"16,07,18",179746478,Careen,Clean and comfortable place,29,en,0.7184,0,0.25,0.75,
5010,17488498,417113726,"26,02,19",69715932,Bùi,Nice place with friendly host,31,en,0.7184,0,0.333,0.667,
5876,16848828,202804039,"13,10,17",54292917,Shin,Its a great place Worth the stay,34,en,0.7184,0,0.455,0.545,
7354,15774113,466078843,"09,06,19",190539291,Rudy,Good place to stay with friends or family,41,en,0.7184,0,0.5,0.5,
9173,41604013,617441731,"13,03,20",106102156,JiaEn,Cosy room with comfortable and clean common areas,49,en,0.7184,0,0.5,0.5,
10178,10381460,565875903,"18,11,19",192583170,Klarisse,Great location very near orchard Rent was worth it,53,en,0.7184,0,0.538,0.462,
10321,19831199,273383169,"06,06,18",2758013,Adrien,Comfortable and clean appartment will book it again,54,en,0.7184,0,0.5,0.5,
10435,9281075,206343770,"25,10,17",118495547,Pinky Annie,The room is per the description Clean and comfortable,55,en,0.7184,0,0.538,0.462,
10822,41418166,604659808,"12,02,20",278190580,Arisa,Very close to the station clean quiet and comfortable,56,en,0.7184,0,0.538,0.462,
11689,4616523,256556611,"23,04,18",39308343,Savanna,The place is clean and convenient We enjoyed our time here,60,en,0.7184,0,0.6,0.4,
12445,11178283,529629032,"15,09,19",29218837,Phương Hà,Near food court wet market super market  bus station  as well,64,en,0.7184,0,0.6,0.4,
14971,5186159,429419846,"28,03,19",183621800,Denise,This place is clean especially the bathroom which makes us feel comfortable,76,en,0.7184,0,0.625,0.375,
15270,29654245,589881833,"07,01,20",157524748,Anna,Ideally situated to access the main city and enjoy local favourite restaurants,78,en,0.7184,0,0.625,0.375,
16003,34288604,457844414,"25,05,19",3705313,Winzendy,Definitely worth the value I was there for business so I didnt spend much time,82,en,0.7184,0,0.632,0.368,
16780,4026199,420185110,"06,03,19",236326639,Kenneth,Catherine and her staff work above and beyond to make sure your stay will be perfect,85,en,0.7184,0,0.7,0.3,
16945,20798153,404443475,"24,01,19",16310335,Ivy,Clean comfortable and very close to public transportmain shopping hubs in Singapore,86,en,0.7184,0,0.625,0.375,
21152,32670774,570666813,"30,11,19",143437986,Toshihiro,The condo is brand new and clean  The management team is experienced and provided comfortable service,103,en,0.7184,0,0.7,0.3,
21560,16412115,216820827,"06,12,17",141668716,Kim,Reasonable and valuable place to stay while traveling to Singapore Easy access to public transportation,105,en,0.7184,0,0.684,0.316,
23949,27440211,365168920,"01,01,19",226504590,Thean Chun,Clean and comfortable stay Also the place is strategic having supermarket restaurant bus stop MRT station nearby,119,en,0.7184,0,0.714,0.286,
24512,16726178,253257535,"14,04,18",56947976,Stefanie,Generally a convenient location in Singapore Close to great restaurants frog restaurant is worth a try and metro station,123,en,0.7184,0,0.739,0.261,
26877,24707713,497938984,"29,07,19",942599,Marta,We stay here for only 2 nightgreat position just sent us all informations to go therethe room was clean and comfortable for short trip,137,en,0.7184,0,0.786,0.214,
28675,16407251,127292463,"16,01,17",102526147,Neil,Friendly and helpful host   Location is close to Singapores reservoir and so also handy for walks runs in the forest if you can handle the heat,148,en,0.7184,0,0.8,0.2,
33422,17712132,213753778,"23,11,17",20915376,Omair,With three children we always want a place to ourselves This was a v good one Centrally located yet quite and affordable Host was helpful with our requests Will stay here again,181,en,0.7184,0,0.806,0.194,
35580,18850989,157216996,"03,06,17",31366022,Karina,Steven was a great host He answered immediately and checked in on us to make sure we were doing fine His apartment is a 10 minute walk to the Serangoon MRT stop the name of their metrosubway,197,en,0.7184,0.051,0.76,0.189,
40861,3468326,266999421,"21,05,18",175396611,Eunice,We have experienced a local stay through this airbnb The host has a doggie and we enjoyed to be welcomed by him when we were back from outside during the stay The location is convenient too as we can go everywhere we want through bus and MRT,244,en,0.7184,0,0.863,0.137,
42802,24105506,580012472,"22,12,19",50603211,Matthew,Place was exactly as advertised Benny was extremely helpful in organizing transit for both easy requirements tofro airport and more difficult ones private bus to Kuala Lumpur Location is near a Subway station and is a cheap and efficient way to get around,265,en,0.7184,0.055,0.771,0.174,
17586,24357656,367077422,"04,01,19",84619456,Monika,a small but cozy place perfect for a short stay  really close to MRT and city center,87,en,0.7227,0,0.76,0.24,
24779,21820005,556982740,"31,10,19",296087695,Denis,Great location and clean room A bit small though No space to store the open luggage But still practical Would recommend,124,en,0.7227,0.061,0.648,0.291,
5801,21257843,229360793,"23,01,18",163733673,Ana,the room was very nice and clean,34,en,0.7233,0,0.452,0.548,
10548,31851838,612154072,"29,02,20",64719748,Winda,Very clean and nice place Location is very strategic,55,en,0.7233,0,0.536,0.464,
19788,24738846,368468532,"07,01,19",71523637,Andina,Very nice and clean place watch out when you take a shower because the floor gets very slippery,96,en,0.7233,0,0.725,0.275,
22036,21037382,577060335,"15,12,19",292997436,Joseph,Very clean room  nice host I would suggest them to provide a microwave oven since cooking is not allowed,108,en,0.7233,0,0.737,0.263,
61751,17488498,235502769,"17,02,18",57332242,Abigail,Something to note Although the place is advertised as an entire apartment  it is in fact 7 studios within a bungalow  In order to get to your studio  you have to enter the bungalow and walk up the stairs  The entrance of the bungalow is shared with other guests  I was fortunate that only one other studio was occupied during my stay there so I did not bump into the other guest too often    Cons The kingsized bed is in fact 2 double beds placed adjacent to each other  If couples want to cuddle  it could be a little difficult as the middle portion of the bed is painful on the backs and hips  Pros As a clean freak  I have to say I approve of the level of cleanliness in this place  You can tell that all the linens have been washed and everything has been wiped down the minute you step into the studio  The studio is conveniently located right opposite the Outram Park MRT and the bus stop opposite the studio has almost 56 buses heading towards Clarke Quay and the central part of Singapore  The host did not hover and gave us a lot of privacy  I only met her for 5 minutes and she gave me all the necessary information  She was very hospitable and her instructions were so clear I had no need to consult her at all during my stay  She had even prepared a plastic folder highlighting the key areas in Singapore where there are good food  historical sites and other tourist information,1428,en,0.7235,0.041,0.896,0.063,
7222,11380721,412198952,"15,02,19",107974688,성민,Very clean Nice room,40,en,0.7245,0,0.248,0.752,
32454,22051870,593430257,"15,01,20",142947057,理功,the house is very very clear it is near the airport just away from four stations that takes half an hour by subway also easy and convenient to the other parts of the city,174,en,0.7245,0,0.841,0.159,
11568,40642810,586442979,"01,01,20",42815991,Carter,Really cozy nice and neat house located in convenient place,60,en,0.7251,0,0.568,0.432,
27614,10819460,421254614,"09,03,19",222667007,Fitri,A very clean house fast responseThe house is convinient to public places such as restaurant local food market It was a very nice stay,142,en,0.7258,0,0.783,0.217,
40464,34691844,595352773,"20,01,20",325461684,Raj,Its a very nice place to stay  The  room was very clean lots of food courts and bars  nearby My try place if you are looking for a place at the Centre of the cityIts jus 10  20 mins ride to China Town merlion Park and other places,240,en,0.7258,0,0.883,0.117,
45168,41253944,587976163,"03,01,20",303409747,ななこ,Its only 150 meters away from Tanjong Pagar MRT station Its really convenient to travel The apartment is located in the center of the city close to the coastline and Sentosa The room space is very sufficient the sound insulation effect is very good and the service is very thoughtful,293,en,0.7258,0,0.887,0.113,
55422,7827659,107989808,"13,10,16",52169132,Hatidje,This room is very nice because of the location only 10 minutes by walk to take the MRT and to eat in a very cheap food market next to the MRT The room is also big and very clean and has the air conditioningErin takes the time to explain everything about the room and the city and she gives you a map where you can understand the surrounding of the room very wellThe last thing to say is that the room is cheap compared to what you can find in a hotelThanks a lot for this stay and see you,501,en,0.7258,0,0.942,0.058,
32932,8133710,66553123,"23,03,16",33203882,Sunnie,The apartment is in a good location quiet but near everything and Charlene is very nice sending all the information though before head so our whole experience is very smooth,178,en,0.7261,0,0.821,0.179,
39340,16830539,176849513,"01,08,17",120536602,Yuk Hong,The staff of hostel is so nice as feeling like home though i am a foreigner The location is good and the daily supplies like shampoo iron are well provided I can talk with no only the staff but other roommates around the globe,230,en,0.7261,0.032,0.751,0.217,
59451,35166841,601910326,"05,02,20",45790034,Andy,Kevin was practically uncontactable and unresponsive leading up to our trip I booked this place months in advance and received very minimal communication and assistance with the booking The day of our arrival after our 9 hour flight from Australia  Kevin proceeded to cancel our reservation due to unknown reasons We had to book another accommodation at the airport after we landed Throughout the refund process Kevin was also unapologetic rude and not transparent about the process After 3 days we had to engage the help of the Airbnb case manager to resolve the issue since Kevin was not responsive and did not proceed with the cancellation correctly If you value decency respect and open communication do not book with this person,743,en,0.7261,0.053,0.849,0.098,
9229,11249182,544364279,"10,10,19",226969979,Janice,really good place to stay easy self checkin  too,49,en,0.7264,0,0.535,0.465,
10088,10814989,255958068,"22,04,18",11773133,Jonny,This is the very good place to stay at Thanks Lotus,53,en,0.7264,0,0.596,0.404,
14689,5348703,188880878,"31,08,17",40294381,Hyunkue,I really enjoyed my stay here Would recommend to anyone visiting Singapore,75,en,0.7264,0,0.621,0.379,
16578,4091059,473559578,"22,06,19",92218752,Dennis,Wonderful place close to CBD  the bed really surprise me,84,en,0.7264,0,0.568,0.432,
20205,18086207,152898230,"19,05,17",4175250,Agustian,This is my second time staying at Kens place and its another comfortable stay Highly recommend,98,en,0.7264,0,0.697,0.303,
21454,9927724,367984682,"06,01,19",115303389,Bernice,Harry was very easy to communicate with His place is strategically located along Orchard Thanks Harry,104,en,0.7264,0,0.697,0.303,
22041,24857166,407697268,"03,02,19",182056354,Bhaba,Great location bus stop is right outside mtr is within walking distance Overall very good place to stay,108,en,0.7264,0.09,0.612,0.298,
23458,13803431,136677704,"11,03,17",39861717,Corina,Chris is very nice The place is small for two People Locacin very close to metro Easy to reach touristic  places,116,en,0.7264,0,0.717,0.283,
32417,35788852,589461170,"06,01,20",4837106,S,BIG apartment Walking distance to a lot of good eating places 10min drive to the main city core All in all very good experience and the host is quick with his responses,174,en,0.7264,0,0.831,0.169,
37686,24105506,607883199,"19,02,20",156404768,Dennis,I recommend Bennys place in Singapore because its in a very convenient location for transportation out to every where in the city The price is reasonable and the apartment is quite comfortable and accommodating,214,en,0.7264,0,0.84,0.16,
44440,35788859,513696007,"20,08,19",105876981,Kinki,The apartment is quite good and large suitabel for the whole family go for trip to live in the environment and cleaness are good the only thing is it just have one toilet tissue for the whole period if there are many people stay here then might need to buy the extra one yourself,284,en,0.7264,0,0.895,0.105,
613,11541093,279903979,"22,06,18",180874036,Bernando,Pretty good,11,en,0.7269,0,0,1,
2721,15821020,353654588,"29,11,18",65991779,Poonam,Nice comfortable stay,21,en,0.7269,0,0.141,0.859,
3975,24000911,280293646,"23,06,18",31857438,Yan,Nice and comfortable place,27,en,0.7269,0,0.247,0.753,
5312,20335984,210361160,"09,11,17",114997830,Alena,It was a nice and pleasant stay,32,en,0.7269,0,0.45,0.55,
5595,25892078,405305271,"27,01,19",215076712,Linda,you will surely enjoy the place,33,en,0.7269,0,0.396,0.604,
5723,13556435,173780842,"24,07,17",25618227,Taehun,She is kind and the room is clean,34,en,0.7269,0,0.496,0.504,
6226,18780571,247292034,"28,03,18",12319425,Jerome,Nice stay and comfortable apartment,36,en,0.7269,0,0.33,0.67,
6224,17414394,212714580,"19,11,17",55998329,Andrea',Good place to stay Friendly workers,36,en,0.7269,0,0.396,0.604,
12928,25892078,336167374,"14,10,18",178224106,Yohny,Centrally located area Nice place for a short and fuss free stay,66,en,0.7269,0,0.621,0.379,
13870,9506967,126848075,"14,01,17",9645120,Ardelia Maretta,Nice place the location is very convenience We had a pleasant stay,71,en,0.7269,0,0.621,0.379,
17554,15580911,135407882,"04,03,17",59254793,Jacqueline,Easy to get taxis and buses  Caretaker friendly enoughFuneral parlor next door,87,en,0.7269,0,0.621,0.379,
22837,15532644,364096539,"30,12,18",38672539,Deborah,The room was clean we had a nice stay Bus stop is steps away and MRT stations around 1015min walk Nice area,112,en,0.7269,0.077,0.632,0.291,
26608,7891758,74499318,"15,05,16",58290466,Vasko,A smooth second stay at Institution Hill would stay again if I need a temporary place in Singapore Nice staff comfortable apartment,135,en,0.7269,0,0.766,0.234,
28036,16578060,431876666,"02,04,19",176190432,Audrey,Good location but rooms werent as accurate as photographed Cleanliness can be improved especially for the bathroom and shower gel bottles,144,en,0.7269,0,0.757,0.243,
29666,22021293,426727283,"22,03,19",52186393,Chung Lern,Awesome hotel close to amenities super convenient as its near to MRT station When youre tired from all the walk there is a massage parlor downstairs,155,en,0.7269,0.086,0.678,0.236,
31764,18755310,333911554,"08,10,18",167653849,Paul Malcolm,Surendran is the host of this very cozy room The room has everything you need for your extended transit in Singapore including a friendly host family Thanks Surendran,169,en,0.7269,0,0.81,0.19,
32277,2142826,36980891,"03,07,15",10803080,Tyler,Davids place was pretty good for a budget traveler in Singapore  Conveniently located near plenty of eating areas and a bus stop its easy to find things to do and eat,173,en,0.7269,0,0.826,0.174,
35922,31627432,564966362,"17,11,19",198645506,Robert,This place is nice and I enjoyed my stay  About a 10 minute walk to Newton MRT  Host was very accommodating to my schedule  Only nit is the mattress is soft and I greatly prefer a firmer mattress,200,en,0.7269,0,0.855,0.145,
37389,37447815,597240852,"25,01,20",186438538,Sandra,Ideal location Excellent and friendly checkin Pricy but then again Singapore is pricy Be aware that only one of the bedrooms has doors that open to the outside to let natural light in There are no windows,212,en,0.7269,0.063,0.716,0.221,
38996,19286135,227469875,"15,01,18",51385038,Phillipa,Two things were great about Shu and her Airbnb1 She provided comprehensive information on how to get to her Airbnb and the amenities in the surrounding area and2 The Airbnb was very convenient to shops and an MRT station,227,en,0.7269,0,0.858,0.142,
39675,25892078,550601556,"19,10,19",55459699,Kay Dee,This apartment is located opposite of Telok Ayer and just few minutes walking distance from Raffles place MRT and Telok Ayer MRT This is a very high floor apartment with balcony so that you can enjoy the good city view and sea view,233,en,0.7269,0,0.87,0.13,
47620,23348717,240030392,"04,03,18",11542602,Jemmy,Well  this place is at geylang A place where brothel  red light district is located Its not suit for family trips There also many migrants living in the same buildingBangladesh and indians and chinese working in singaporeBut for young couples like us this was a new experience Thank you for everything,326,en,0.7269,0,0.871,0.129,
53642,5348703,261115153,"06,05,18",32346992,Doug,This is an ideallysituated location for exploring Singapore Its half a block from the excellent subway system which leads directly to the airport on the edge of the Little India district and a fiveminute walk to a 24hour supermarket Our host took the time to walk us through a detailed map of the city to ensure that we knew how to get to everything that interested us And the electronic entry system is right out of Star Trek,446,en,0.7269,0.034,0.861,0.105,
16799,43337094,624130442,"07,05,20",345223616,Jennifer,Wonderful place will not hesitate to recommend others and will definitely come back,85,en,0.7273,0.109,0.466,0.425,
44955,36817766,560222517,"06,11,19",62300585,Woneata,First this is a hostel not a hotel It has a great location that cant be beat and I would stay here again just for the location Walls are very thin though so you clearly hear the people next door or anyone walking by Im not a fan of shared bathrooms but again worth it for the location,290,en,0.7276,0.023,0.84,0.136,
27826,20509542,432803038,"05,04,19",27845423,Ruta,The apartment is big clean in a Chinatown A little bit noisy from the street No cofe no tea Problems with door lock Good responsiveness,143,en,0.729,0.112,0.587,0.301,
27103,31812483,564997470,"17,11,19",12525987,Saim,Awesome place This is near Club Street so expect some noise at night this didnt bother me too much Coming back again in two months,138,en,0.7299,0,0.789,0.211,
18107,5919270,310733958,"20,08,18",114155981,Imelda,Nice place very near the airport and MRT station You surely wouldnt miss your flight,88,en,0.7306,0,0.627,0.373,
17892,21084415,210188389,"08,11,17",92692786,Martin,Very helpful and flexible hosts They catered to my specific needs without difficulties,88,en,0.7307,0,0.583,0.417,
32557,15533093,304103451,"09,08,18",34007450,Silvia,Simple very small room in a central location No windows though But easy check in process though no flexibility on check out I appreciated being able to check in very late,175,en,0.7308,0.105,0.684,0.21,
37738,15668269,123152661,"27,12,16",56211584,ChengHuai,The location is great and easy accessible to town area However the  house is a bit smaller than expectation but livable Family with young kids should be aware that the house is near to red right district as well,215,en,0.7311,0,0.834,0.166,
44799,22734583,272701435,"04,06,18",38627010,Azira,Its a small and lovely place The location is fantastic within walking distance to Bras Basah  Bencoolen MRT The amenities are exactly as advertised and is super convenient It has a lot of food choices around it but if you need halalfriendly food youll have to walk a bit further,288,en,0.7311,0,0.868,0.132,
4917,27513625,315115221,"28,08,18",207990754,Susan,Very clean and good hospitality,31,en,0.7316,0,0.328,0.672,
7244,12924764,102978111,"19,09,16",27086854,Chenyang,Very nice landlord Helpful and patient,40,en,0.7316,0,0.394,0.606,
14185,21457284,411899524,"14,02,19",121044131,Dorothy,Darrick was quick to responses Airbnb was very clean and good location,72,en,0.7316,0,0.619,0.381,
17057,17812922,200328704,"05,10,17",19498414,Tiffany,very good location clean smooth checkin and checkout rooms are exactly as described,87,en,0.7316,0,0.641,0.359,
23493,20950425,289285538,"12,07,18",194676967,Fanny Faldy,The room is very clean and the host are very responsiveI will surely go back when I visit SG again in the future,116,en,0.7316,0,0.773,0.227,
5825,9716208,75111554,"19,05,16",15091338,Shane,Good place to stay very very clean,34,en,0.7328,0,0.448,0.552,
14307,22051870,308208824,"16,08,18",116058507,Isabelle,close to the airport very convinent thx Nargis for the kind hospitality,73,en,0.7334,0,0.618,0.382,
28289,18508828,224368276,"03,01,18",139365755,Tarrunkant,1 Great place to stay2 Host is very friendly3 Recommended place to stay4 Room is very clean5 Room Exactly same what shows in Picture,146,en,0.7334,0,0.781,0.219,
10358,5377342,401812924,"16,01,19",137514586,Claudia,A very good place close to everything and very clean,54,en,0.734,0,0.564,0.436,
36259,13915924,173226181,"23,07,17",50787588,Shiki,A really nice large bedroom with attached bathroom Lots of places for food just down stairs need to take a bus to go downtown but convenient and selfsufficient in its own right A really nice staying,203,en,0.734,0,0.846,0.154,
40072,4360679,500291362,"02,08,19",103865380,Anja,The place is exactly as described very clean with somebody cleaning the room everyday The location is very good  it is about 7 minutes walking to the MRT from where you can get everywhere  There is somebody at the desk at all times,237,en,0.734,0,0.869,0.131,
32047,9054629,139168654,"23,03,17",118857044,Ronald,Location services and living environment are good Everything is fine  It would be better if there are glass doors between toliet and shower but it is not a big problem,171,en,0.7341,0,0.761,0.239,
50816,9143024,178616935,"06,08,17",37187433,Fitri,Overall it was great staying there for my 2nd time What annoys me the most its just that I request for a lower bed for me and my sister also in girls room only but in fact I got place in the upper bed and mixed room I told the lady in the check in to switch but she just simply said sorry we cantother than that I dont have any problem nice staying for the 2nd time,381,en,0.7341,0.057,0.836,0.106,
38677,16565287,210190268,"08,11,17",51140504,Sahana,Decent place for a short stay Room is super tiny but doesnt matter if you need it just to sleep and freshen up Supermarkets MRT station and tons of veg food places are within walking distance A good deal for the price,223,en,0.7343,0.024,0.84,0.136,
5019,30498422,460328330,"29,05,19",18637221,Sonia,Great place highly recommended,31,en,0.7346,0,0.244,0.756,
4945,20207839,534701728,"23,09,19",97326409,Carmen,Great place Highly recommended,31,en,0.7346,0,0.244,0.756,
5468,18508828,527455828,"11,09,19",40451701,Anoukh,Very friendly host and clean room,33,en,0.7346,0,0.392,0.608,
7451,21257966,471138668,"17,06,19",236224850,Grace,Highly recommended  Location was superb,41,en,0.7346,0,0.326,0.674,
7711,5376240,120821961,"11,12,16",90933018,Leong Keat,This is a great place Highly recommended,42,en,0.7346,0,0.447,0.553,
7844,15346634,218468232,"13,12,17",161942924,Amir,Friendly host and the house is really clean,43,en,0.7346,0,0.492,0.508,
8089,19516846,228481628,"20,01,18",149019469,Ngọc Thái Huyên,great place to stay highly recommended,44,en,0.7346,0,0.392,0.608,
9078,23752565,265655791,"18,05,18",185169825,Rose,Great place and hospitality Highly recommended,48,en,0.7346,0,0.392,0.608,
10557,12475063,567971413,"23,11,19",2693651,J,Great place and convenient location Highly recommended,55,en,0.7346,0,0.447,0.553,
15629,17813122,292421903,"18,07,18",182576039,Jason,Great place to stay for both leisure and business travelers Highly recommended,80,en,0.7346,0,0.618,0.382,
16086,21403392,276167737,"13,06,18",2436899,David,this is a great airbnbgood locationamazing view of city highly recommended,82,en,0.7346,0,0.592,0.408,
20259,15822581,570653532,"30,11,19",93795085,Zeeshan,Audrey is a very kind host and has helped a lot during my stay 100 recommend her for long stays,98,en,0.7346,0,0.744,0.256,
20371,10598600,493105279,"22,07,19",52525854,Daniel,Great place to stay if you are in Singapore Highly recommended to any Airbnb travellers out there,99,en,0.7346,0,0.708,0.292,
